ts_recv,cancel_type,delta_t,volume_ahead,induced_imbalance,relative_size,price_distance_ticks,spread_bps,mid_price
1686040193471051828,1,2.59116e+10,0,0.00141797,4,0,37.5742,0.66535
1686040216813564717,1,2.33425e+10,0,0.00137906,4,0,37.5742,0.66535
1686040240149506800,1,3.0023e+11,0,0.00616095,1,0,13.543,0.66455
1686040240149506800,1,2.97156e+11,100,0.0302223,5,0,13.543,0.66455
1686040319284530275,0,6.32579e+10,0,0.00620971,1,0,15.0489,0.6645
1686040384606741324,1,4.52338e+10,0,0.00621048,1,0,15.0489,0.6645
1686040407765577493,1,1.90952e+11,0,0.000177776,0.51,0,39.0801,0.6653
1686040429779622404,0,2.49959e+11,26941,0,0.55,1.41,30.0481,0.6656
1686040438258912822,1,8.47837e+09,0,0.00348707,0.55,0,24.0312,0.6658
1686040478190580050,0,5.83838e+08,0,0.000381013,0.06,0,30.0481,0.6656
1686040667232137856,0,2.25575e+12,850,0.000474788,0.005,4.74,6.01685,0.6648
1686040706516588462,0,7.94812e+10,0,6.69764e-05,0.34,0,30.0481,0.6656
1686040812038083052,1,6.80415e+11,0,0.0013572,3,0,141.738,0.67025
1686040860080816480,1,3.04805e+10,0,0.00329126,0.5,0,141.738,0.67025
1686040860080816480,1,1.4112e+11,0,0.00633088,1,0,149.254,0.67
1686040991185882348,1,1.31105e+11,0,0.00375697,0.59,0,141.738,0.67025
1686040991185882348,1,5.91229e+10,59,0.0443209,7,0,141.738,0.67025
1686041087714547801,0,1.43746e+12,32269,0,3,3.45,141.738,0.67025
1686041141354637035,1,1.99146e+11,759,0.00061871,0.1,0,149.254,0.67
1686041154154149105,1,2.52082e+09,0,0.00938077,1.45,0,134.228,0.6705
1686041154169097359,1,1.28144e+10,0,0.0193104,3,0,149.254,0.67
1686041364030649520,0,1.00194e+09,0,0.0531343,8.28,0,141.738,0.67025
1686041425997527714,0,5.89476e+10,39531,0,20,8,141.738,0.67025
1686041443119673195,0,1.07237e+10,0,0.00185149,15,0,141.738,0.67025
1686041470853875491,0,2.77309e+10,0,0.00185149,15,0,141.738,0.67025
1686041516381326977,1,2.60828e+11,0,0.00324485,0.5,0,98.6842,0.6688
1686041516381326977,1,2.43302e+11,50,0.000323899,0.05,0,98.6842,0.6688
1686041516381326977,1,1.77584e+11,55,0.00194116,0.3,0,106.2,0.66855
1686041666859352017,1,1.96001e+11,0,0.00185149,15,0,104.696,0.6686
1686041691872034583,0,2.69351e+10,40345,0,4,9,104.696,0.6686
1686041996209573946,0,4.88428e+10,434,0.000207949,1,0.21,73.4027,0.66755
1686042100587009425,0,5.83953e+10,196,0.00324435,13,0.18,73.4027,0.66755
1686042165262718221,0,2.13075e+11,400,0.0138361,2,0,73.4027,0.66755
1686042178712254146,0,7.81215e+10,144,0.00325628,13,0.16,73.4027,0.66755
1686042183237454771,1,3.34543e+11,0,0.000209391,1,0,73.4027,0.66755
1686042183237454771,1,1.87024e+11,96,0.000255921,1,0,73.4027,0.66755
1686042183237454771,1,2.33997e+10,144,0.000475218,2,0,73.4027,0.66755
1686042183241008304,1,3.50128e+06,0,0.000389814,2,0,73.4027,0.66755
1686042233501755629,1,5.02607e+10,0,0.000389814,2,0,86.8263,0.668
1686042262576963403,1,2.90752e+10,0,0.000375857,2,0,73.4027,0.66755
1686042308120106385,0,4.45086e+10,3327,0,0.13,1,73.4027,0.66755
1686042308310194103,1,3.31152e+06,0,0.000162244,0.86,0,73.4027,0.66755
1686042340861815984,0,1.44633e+11,28036,0.00132278,7,1,86.8263,0.668
1686042380752995264,1,3.98791e+10,0,0.000975808,5,0,86.8263,0.668
1686042380755778316,0,2.0204e+11,344,0.00260826,13,0.09,85.3357,0.66795
1686042419543693367,0,2.01902e+10,100,0.00139817,0.2,0,41.8285,0.6694
1686042440975180525,0,2.08035e+12,150,0.0384059,6,0.26,41.8285,0.6694
1686042449147315268,0,1.55601e+12,150,0.0260988,4,0.3,41.8285,0.6694
1686042461141125206,1,8.03881e+10,0,0.000783334,4,0,66.8896,0.67275
1686042463251739454,0,1.55482e+12,150,0.0196385,3,0.25,66.8896,0.67275
1686042573085541489,1,1.19274e+11,0,0.0564403,8.3,0,104.244,0.6715
1686042726983446059,1,3.37784e+11,0,0.00704781,1,0,104.244,0.6715
1686042726983446059,1,3.114e+11,120,0.0041828,0.6,0,147.75,0.67005
1686042819400712545,0,1.05325e+12,300,0.00696746,1,0,147.75,0.67005
1686043147465161542,1,2.80624e+10,0,0.00711791,1,0,147.75,0.67005
1686043152919980775,0,7.60079e+11,510,0.00371486,0.53,0.29,147.75,0.67005
1686043160299611093,0,1.7343e+12,44763,0,20,12.5,43.5076,0.66655
1686043171719979128,0,2.1851e+11,468,0.0212124,3,0.12,43.5076,0.66655
1686043845463949693,0,4.52431e+12,1563,0.00579892,1,0.02,43.5076,0.66655
1686043878097196476,0,2.78051e+12,28950,1.25856e-05,0.1,0,43.5076,0.66655
1686044052738785827,1,8.93222e+11,0,0.0001897,1,0,147.75,0.67005
1686044114385858465,0,4.68105e+11,28948,0,0.78,2.91,140.236,0.6703
1686044174370174770,0,8.93766e+10,0,0.00214984,0.3,0,147.75,0.67005
1686044230013087633,0,1.15626e+11,30510,0,0.78,6.16,147.75,0.67005
1686044260793432676,0,3.78991e+12,29867,0,1,5.26,147.75,0.67005
1686044310550617516,0,5.86635e+12,5679,0,8.705,932.4,147.75,0.67005
1686044415451515007,1,2.49806e+10,0,0.102026,15,0,134.228,0.6705
1686044436216563127,0,8.57283e+09,0,0.000349924,2,0,134.228,0.6705
1686044530311181148,1,2.22878e+10,0,0.00070277,4,0,147.75,0.67005
1686044765635412601,0,6.17875e+12,29850,0.000137453,2.27273,1.4,119.225,0.671
1686044797802111380,1,1.76923e+11,0,0.0464819,6.71,0,119.225,0.671
1686044878498611761,0,5.19507e+12,4094,0,2,9.11,147.75,0.67005
1686044993515316317,1,6.67116e+10,0,0.0151544,125.27,0,13.5227,0.66555
1686045042581861361,1,3.47288e+12,0,0.0208057,3,0,147.75,0.67005
1686045042581861361,1,2.83618e+12,400,0.000658353,0.1,0,147.75,0.67005
1686045042581861361,1,1.98142e+12,363,0.000559401,0.08,0,147.75,0.67005
1686045042581861361,1,8.13867e+11,318,7.12171e-05,0.01,0,147.75,0.67005
1686045042581861361,1,1.13528e+11,319,0.000977211,0.2,0,147.75,0.67005
1686045042581861361,1,7.58379e+10,339,0.0289019,6,0,149.254,0.67
1686045136306672776,1,2.48389e+10,0,0.000359122,0.05,0,147.75,0.67005
1686045136306672776,1,1.77127e+10,5,0.000143612,0.02,0,149.254,0.67
1686045158442763975,1,4.43712e+12,100,0.00126535,0.2,0.05,149.254,0.67
1686045158442763975,1,4.42324e+12,120,0.00063206,0.1,0.05,149.254,0.67
1686045158442763975,1,4.23214e+12,89,0.000647943,0.1,0.05,149.254,0.67
1686045158442763975,1,3.62409e+12,40,0.00026899,0.04,0,149.254,0.67
1686045158442763975,1,6.52576e+11,363,0.0106243,1.5,0.01,149.254,0.67
1686045189494843545,1,3.10095e+10,0,0.000165254,2,0,155.27,0.6698
1686045238586489249,1,4.90916e+10,0,0.000165254,2,0,155.27,0.6698
1686045238588710261,1,2.1764e+06,0,0.000267612,2,0,155.27,0.6698
1686045238596193116,1,7.4443e+06,0,0.000267612,2,0,155.27,0.6698
1686045238600990198,1,4.75774e+06,0,0.000267612,2,0,155.27,0.6698
1686045238612782953,1,1.17499e+07,0,0.000267612,2,0,155.27,0.6698
1686045267377896276,0,1.49487e+12,46144,0,1.56,8.08,6.01685,0.6648
1686045276563129012,1,3.79503e+10,0,0.000267612,2,0,6.01685,0.6648
1686045282469539265,0,3.88474e+09,0,8.47161e-05,0.63,0,155.27,0.6698
1686045434989095285,1,5.00836e+12,0,0.000689151,0.11,0,155.27,0.6698
1686045434989095285,1,2.33861e+11,11,0.0142583,2,0,164.302,0.6695
1686045437034110968,1,2.04044e+09,0,0.000270636,2,0,164.302,0.6695
1686045495822818620,0,9.55558e+09,1839,0,1,0.4,164.302,0.6695
1686045507791946954,0,1.19645e+10,413,0,1,0.3,164.302,0.6695
1686045531047518094,0,2.32513e+10,250,0.00712763,1,0.2,164.302,0.6695
1686045548920979993,0,1.78689e+10,150,0.00715354,1,0.1,164.302,0.6695
1686045600615379608,0,5.16901e+10,150,0.00712763,1,0,155.27,0.6698
1686045616048353944,0,1.54285e+10,44,0.00679791,1,0.01,155.27,0.6698
1686045616058630437,1,2.56653e+10,0,0.00298262,0.44,0,155.27,0.6698
1686045616058630437,1,6.1314e+09,44,0.00297626,0.44,0,155.27,0.6698
1686045657468249725,0,5.39634e+09,76,0.00677684,1,0,155.27,0.6698
1686045728629960125,0,1.61134e+10,0,0.0526273,8,0,155.27,0.6698
1686045817281400567,0,3.6652e+11,250,0.000937192,0.13,0.24,155.27,0.6698
1686046063125017764,1,4.47073e+11,88,0.00677123,1,0,155.27,0.6698
1686046063125017764,1,3.63426e+11,76,0.00677684,1,0,155.27,0.6698
1686046063125017764,1,2.81369e+11,176,0.000337618,0.05,0,155.27,0.6698
1686046063125017764,1,2.98898e+10,181,0.00623715,0.93,0,164.302,0.6695
1686046200041415961,0,7.78791e+12,3781,0,1,31.39,155.27,0.6698
1686046214724418745,0,3.82305e+12,3326,0,0.05,0.8,155.27,0.6698
1686046289992456070,0,4.17679e+10,0,0.00472646,0.85,0,153.766,0.66985
1686046298967538473,1,3.45713e+10,85,0.0328665,6,0.03,155.27,0.6698
1686046328431222951,0,1.9702e+11,500,0.157269,26,0,153.766,0.66985
1686046389543477801,0,9.10716e+11,50,0.00717958,1,0,153.766,0.66985
1686046534895429951,0,4.0981e+11,0,0.0334838,5,0,153.766,0.66985
1686046604258667814,0,3.78887e+10,0,0.00858804,1.58,0,149.254,0.67
1686046878621165885,0,1.44284e+11,3788,0.0283122,5.32,0.03,149.254,0.67
1686046902282675780,0,8.3154e+12,30500,0,1.51515,2.3,149.254,0.67
1686046923114757132,0,1.10583e+12,431,0.000875035,0.13,0.26,149.254,0.67
1686047065893932820,0,1.03774e+11,25296,0.00186677,2,0,149.254,0.67
1686047078086714848,0,7.37052e+12,4302,0,1,9.41,149.254,0.67
1686047085543367874,0,2.03625e+10,25596,0.00274065,3,0,149.254,0.67
1686047106811177302,0,1.89143e+10,54314,0,2,20.37,149.254,0.67
1686047111904809041,0,7.83469e+11,600,0.151779,26,0,149.254,0.67
1686047172854279352,0,2.94284e+12,34061,0,0.78,18.15,74.3494,0.6725
1686047206283893491,0,5.6042e+10,0,0.000719879,0.12,0,149.254,0.67
1686047220775933801,0,6.18414e+11,0,0.0054254,1,0,149.254,0.67
1686047533908039408,1,3.73321e+10,0,0.00598938,1,0,149.254,0.67
1686047706641637143,0,7.56218e+09,0,0.00391581,3,0,149.254,0.67
1686047713693948911,0,7.04773e+09,0,0.00391581,3,0,149.254,0.67
1686047713729256813,1,29805,0,0.00262002,2,0,15.0263,0.6655
1686047738025600476,0,5.06901e+09,0,0.00391581,3,0,149.254,0.67
1686047739054305479,0,1.02447e+09,0,0.00391581,3,0,149.254,0.67
1686047853432700190,0,6.80577e+11,3895,0.00466388,0.78,0.5,10.5208,0.66535
1686047888415654585,0,9.48365e+12,50,0.379463,1,20.39,10.5208,0.66535
1686047908229220646,0,8.46322e+11,25496,0.000924796,1,0,10.5208,0.66535
1686047969221044576,1,2.30163e+11,0,0.00391581,3,0,10.5208,0.66535
1686047972960841181,0,8.61052e+11,1283,0.173365,26,0,10.5208,0.66535
1686048117920492829,1,1.00498e+11,0,0.013004,2,0,70.3435,0.66815
1686048117923452017,1,1.09506e+11,0,0.00705579,1.15,0,71.8455,0.6681
1686048153700697404,0,3.00267e+11,7223,0,0.78,0.65,71.8455,0.6681
1686048294172523795,0,5.35419e+11,7301,0,2,0.94,71.8455,0.6681
1686048330345229260,1,3.57349e+11,0,0.161473,24,0,71.8455,0.6681
1686048337859524589,1,3.61742e+11,2400,0.000122604,0.02,0,71.8455,0.6681
1686048337859524589,1,2.70254e+11,2717,0.000193557,0.03,0.03,71.8455,0.6681
1686048337859524589,1,2.28159e+11,2720,0.00116042,0.18,0.03,82.3662,0.66775
1686048381711028810,0,2.02745e+12,3230,0.0159395,3,0,82.3662,0.66775
1686048384025942331,0,8.6167e+12,1326,0,250,1.39,82.3662,0.66775
1686048685792582220,0,1.05581e+10,48204,0,7,14.05,82.3662,0.66775
1686048741915696425,0,5.14887e+12,423,0.00717097,1,0.31,82.3662,0.66775
1686048807674432382,0,6.17111e+11,7046,0,5,0.67,71.8455,0.6681
1686048827596711266,0,2.20199e+12,3944,0,7,0.4,71.8455,0.6681
1686049172224007056,0,8.73272e+12,1741,0,0.3,0.46,64.3857,0.66785
1686049172252862560,0,4.99787e+12,1859,0,0.3,0.51,64.3857,0.66785
1686049230067908214,0,1.33957e+12,41056,0,1,37.27,64.3857,0.66785
1686049230067914550,0,1.33957e+12,54544,0,1,36.43,64.3857,0.66785
1686049246177123656,0,1.35567e+12,41156,0,1,39.23,64.3857,0.66785
1686049246177147176,0,1.35567e+12,54644,0,1,38.43,64.3857,0.66785
1686049610638537635,0,8.41347e+10,0,0.00820702,8,0,64.3857,0.66785
1686049850517590635,0,2.46865e+10,300,0.00104717,1,0.03,28.5007,0.66665
1686049867175629241,1,9.15299e+10,0,0.00314161,3,0,64.3857,0.66785
1686049999863430756,0,8.58504e+12,1486,0,1,0.37,64.3857,0.66785
1686050184409229616,1,1.47587e+11,0,0.000620732,0.08,0,62.8837,0.6679
1686050184411140656,1,1.84544e+11,0,0.0073893,1,0,64.3857,0.66785
1686050184412736809,1,1.38625e+12,0,0.0648479,9,0,64.3857,0.66785
1686050184412736809,1,2.09834e+11,900,7.28122e-05,0.01,0,74.9064,0.6675
1686050184413405376,1,616954,0,0.0680813,9,0,64.3857,0.66785
1686050221610441545,0,3.57768e+12,100,0.00853342,1.57,0,64.3857,0.66785
1686050306806932373,1,3.03558e+10,0,0.0280055,3.5,0,64.3857,0.66785
1686050336333177600,0,1.72738e+12,5462,0,3.67,1.4,74.9064,0.6675
1686050456431450782,0,2.30273e+12,7807,0,0.78,1.42,74.9064,0.6675
1686050546456783784,1,3.70306e+12,257,0.0522976,10.26,0,74.9064,0.6675
1686050546456783784,1,3.04836e+12,3961,0.00297836,0.5,0.1,77.9143,0.6674
1686050670472911367,0,1.8688e+10,1,0.033172,4,0,3.00797,0.6649
1686050739644144988,1,1.93179e+11,0,0.00404905,10.85,0,3.00797,0.6649
1686050874619584509,1,4.27954e+12,158,5.40886e-05,0.01,0,79.4186,0.66735
1686050907991514650,1,4.60902e+12,0,0.032836,6,0,79.4186,0.66735
1686050907991514650,1,4.56084e+12,3200,0.00161009,0.3,0,89.955,0.667
1686050917265322206,0,1.13029e+13,35934,0,7,17.5,79.4186,0.66735
1686050954757795806,1,4.67662e+10,0,0.0521733,6,0,89.955,0.667
1686050954757886953,1,40439,0,0.0426469,4.88,0,79.4186,0.66735
1686050954763018255,1,1.09826e+13,600,0.00298891,0.5,0.01,89.955,0.667
1686050954763018255,1,4.14733e+12,4370,0.00104658,0.2,0.1,89.955,0.667
1686050954763018255,1,2.30212e+12,1934,0.0111941,1.49,0.1,89.955,0.667
1686050954763018255,1,2.26933e+12,2083,0.000597173,0.08,0.1,111.061,0.6663
1686050997795293894,0,7.63038e+11,3841,0,1.6,0.99,111.061,0.6663
1686051015962213909,1,4.09285e+12,4884,0.000683311,0.13,0.24,132.212,0.6656
1686051043178438322,1,2.29998e+09,0,0.000224719,0.3,0,21.1512,0.6619
1686051058648483704,1,7.71431e+09,0,0.00157895,0.2,0,132.212,0.6656
1686051331024222581,0,9.7673e+10,1892,0.00156532,0.2,0.12,132.212,0.6656
1686051337212769774,1,2.33336e+12,0,0.00187299,1.8,0,139.671,0.66585
1686051379958538460,1,2.95849e+10,0,0.00362809,5,0,139.671,0.66585
1686051512689669578,1,6.64302e+10,0,0.337438,55,0,139.671,0.66585
1686051561002147507,0,2.29372e+12,43068,0,0.8,8,139.671,0.66585
1686051569048596159,0,1.37046e+12,3598,0,4,0.57,139.671,0.66585
1686051913107932625,0,2.82592e+10,2093,0.00409511,0.55,0.12,139.671,0.66585
1686051989341117093,1,7.62331e+10,0,0.0041292,0.55,0,139.671,0.66585
1686052266373627343,0,1.12432e+13,2697,0,2,0.55,139.671,0.66585
1686052331571117379,1,1.03972e+10,0,0.0123194,18,0,139.671,0.66585
1686052379314261021,0,9.3073e+11,5550,0.00996131,2,0.48,87.3362,0.6641
1686052442441905385,0,1.98601e+12,11764,0,0.78,13.5,87.3362,0.6641
1686052599741646814,0,5.92529e+10,964,0.00601631,10,0,87.3362,0.6641
1686052638426488300,0,1.39005e+13,29100,0.000188103,2,1.36,87.3362,0.6641
1686052639529842538,0,1.4094e+13,112,0.00638431,0.757576,1.52,87.3362,0.6641
1686052783474967217,0,3.26798e+10,0,0.105168,15,0,87.3362,0.6641
1686052834418234336,0,1.41327e+13,724,0,0.01,1.64,18.0072,0.6664
1686052845464286277,0,4.17811e+10,0,0.105143,15,0,87.3362,0.6641
1686053099810891577,0,5.96948e+12,20196,0.00262962,2,0,16.5302,0.66545
1686053104977963045,1,1.09531e+11,0,0.471703,79.56,0,70.8205,0.66365
1686053209045888209,0,3.27357e+10,0,0.00783538,1,0,70.8205,0.66365
1686053250408272838,0,1.48455e+13,50,0.0295238,0.5,8.41,21.0431,0.6653
1686053275064104859,0,6.60137e+10,0,0.00783538,1,0,70.8205,0.66365
1686053510996917101,0,8.25928e+10,2025,0,1,0.57,22.6159,0.66325
1686053541503373135,0,4.29533e+12,11022,0,1,11.98,22.6159,0.66325
1686053541504302074,0,4.29533e+12,43568,0,1,11.78,22.6159,0.66325
1686053557885490426,0,4.32782e+12,43468,0,1,11.18,22.6159,0.66325
1686053557886146848,0,4.32782e+12,10922,0,1,11.3,22.6159,0.66325
1686053594342763450,0,1.19551e+11,0,0.470003,100,0,24.1255,0.6632
1686053624683360599,0,1.3608e+11,10000,0.0141864,4,0.01,40.7455,0.66265
1686053735917523720,1,8.77421e+11,0,0.00740279,1,0,42.2578,0.6626
1686053735919506705,1,1.43682e+13,705,0.00275951,0.5,0.28,42.2578,0.6626
1686053735919506705,1,1.45235e+12,250,0.0075377,1,0,42.2578,0.6626
1686053735919506705,1,6.87399e+10,250,0.00016872,0.03,0.01,57.3931,0.6621
1686053735947560147,1,1.47883e+13,1,0.0130424,2,0.45,57.3931,0.6621
1686053735947560147,1,1.44842e+13,200,0.000409767,0.07,0,57.3931,0.6621
1686053735947560147,1,1.39007e+13,257,0.000614319,0.1,0.1,58.9079,0.66205
1686053755126352494,0,1.54652e+12,5115,0,1,2.53,58.9079,0.66205
1686053760550131413,1,9.15668e+12,1041,0,0.1,0.5,58.9079,0.66205
1686053760550131413,1,7.95693e+10,480,0.00016869,0.03,0.12,60.423,0.662
1686053771912340448,1,1.53667e+13,0,0.000676468,0.005,0,60.423,0.662
1686053771912340448,1,1.53603e+13,151,0.04995,0.5,0.98,60.423,0.662
1686053771912340448,1,1.52326e+13,107,0.000316214,0.025,0.54,60.423,0.662
1686053771912340448,1,1.43236e+13,1186,0.0355125,6,0.41,60.423,0.662
1686053771912353794,1,1.42538e+13,1791,0.000406448,0.07,0.41,60.423,0.662
1686053771912353794,1,1.17471e+13,3415,0,0.01,0.51,60.423,0.662
1686053771912353794,1,1.02865e+13,1839,0,0.2,0.51,60.423,0.662
1686053771912353794,1,8.82124e+12,2070,0,2,0.51,60.423,0.662
1686053771912353794,1,7.98339e+12,2020,0,0.05,0.46,60.423,0.662
1686053771912353794,1,4.25925e+12,4520,0,0.75,0.57,60.423,0.662
1686053771912353794,1,4.22208e+12,4595,0,0.01,0.57,60.423,0.662
1686053771912353794,1,2.32609e+12,1892,7.44654e-05,0.01,0.12,60.423,0.662
1686053771912353794,1,2.20286e+12,1693,0.0303475,4,0.12,60.423,0.662
1686053771912353794,1,1.85186e+12,2148,0.00746003,1,0.7,60.423,0.662
1686053771912353794,1,9.70833e+11,1893,0.000222485,0.03,0.12,90.7716,0.661
1686053771913965340,1,1.55338e+06,0,0.0248969,4,0,90.7716,0.661
1686053771916382043,0,1.1881e+06,0,7.08678e-05,0.23,0,90.7716,0.661
1686053780222918505,0,4.58022e+12,31879,0,1,3.01,30.349,0.659
1686053781234660697,1,1.01212e+09,0,0.000306029,1,0,90.7716,0.661
1686053811015531363,1,877798,0,0.00119655,12,0,30.349,0.659
1686053834700499570,1,1.9042e+12,2248,0,0.29,0.9,30.349,0.659
1686053834700499570,1,1.03337e+11,2031,0,0.03,0.33,34.9093,0.65885
1686053834701819562,1,9.77679e+10,1564,0.000114744,0.02,0.24,68.4151,0.65775
1686053900754226080,0,4.70075e+12,7228,0,1,2.96,68.4151,0.65775
1686053900778554394,1,1.52207e+13,423,0.0065203,0.934579,1,68.4151,0.65775
1686053900778554394,1,1.49067e+13,1042,0,0.01,1,74.519,0.65755
1686053900780322116,1,1.05695e+13,1940,0,0.1,1,82.1543,0.6573
1686053937955910484,0,4.3525e+10,55691,0,1,5,82.1543,0.6573
1686053980730534384,1,1.90197e+11,0,0.0144787,80.47,0,68.4151,0.65775
