dt_et,ts_recv,cancel_type,delta_t,volume_ahead,induced_imbalance,relative_size,price_distance_ticks,spread_bps,mid_price,dt_utc,anomaly_score,anomaly
2023-06-06 09:45:00.692329075-04:00,1686059100692329075,0,0.8671214269633691,0.9142774545768831,-0.39136690960407716,2.9658133685483956,-0.030954758200211714,0.9777600442536806,0.63745,2023-06-06 13:45:00.692329075+00:00,0.1838456813585858,0
2023-06-06 09:45:00.692431896-04:00,1686059100692431896,0,1.3465587421261345,0.9158893669427115,-0.39136690960407716,-1.3060732289516213,-0.03148062136821468,0.9777600442536806,0.63745,2023-06-06 13:45:00.692431896+00:00,0.17560149893124843,0
2023-06-06 09:45:00.692497147-04:00,1686059100692497147,0,1.3465587421261345,0.9569211142023726,-0.39136690960407716,-0.8752603789707195,-0.03148062136821468,0.9777600442536806,0.63745,2023-06-06 13:45:00.692497147+00:00,0.2205939047151385,0
2023-06-06 09:45:00.692563397-04:00,1686059100692563397,0,1.3465587421261345,0.9129343000321869,-0.39136690960407716,-0.1202526536317176,-0.03148062136821468,0.9777600442536806,0.63745,2023-06-06 13:45:00.692563397+00:00,0.2211920446419631,0
2023-06-06 09:45:01.405323109-04:00,1686059101405323109,0,1.557959248312988,0.2004141441560221,-0.39136690960407716,-0.5619038607098119,-0.030215707261396735,0.9777600442536806,0.63745,2023-06-06 13:45:01.405323109+00:00,0.2353046278101638,0
2023-06-06 09:45:02.283071988-04:00,1686059102283071988,0,0.7863412026567782,-0.9218468030935837,2.159572054116909,1.6328209956899125,-0.03563067664002186,0.9777600442536806,0.63745,2023-06-06 13:45:02.283071988+00:00,0.1248892182013096,0
2023-06-06 09:45:05.144602826-04:00,1686059105144602826,0,0.32442217125831974,0.9720624592114272,-0.39136690960407716,-0.5619038607098119,-0.028822880492091585,0.9777600442536806,0.63745,2023-06-06 13:45:05.144602826+00:00,0.3014405589218927,0
2023-06-06 09:45:05.285127171-04:00,1686059105285127171,0,0.3692795761509405,0.05886359027509181,-0.39136690960407716,-0.5619038607098119,-0.035190088580343705,0.7739540343101081,0.6377,2023-06-06 13:45:05.285127171+00:00,0.28052768774230424,0
2023-06-06 09:45:05.285169829-04:00,1686059105285169829,0,-0.47043673346491255,0.9717690443146141,-0.39136690960407716,-0.5619038607098119,-0.028808667974037448,0.7739540343101081,0.6377,2023-06-06 13:45:05.285169829+00:00,0.29245416041153366,0
2023-06-06 09:45:07.606808143-04:00,1686059107606808143,0,0.11167713680756838,0.9718962318243584,-0.39136690960407716,-0.5619038607098119,-0.028794455455983317,0.7739540343101081,0.6377,2023-06-06 13:45:07.606808143+00:00,0.30822576744691543,0
2023-06-06 09:45:07.901675807-04:00,1686059107901675807,0,1.1942138234403228,0.9087893841617519,-0.39136690960407716,-0.5619038607098119,-0.032788173029195025,0.7739540343101081,0.6377,2023-06-06 13:45:07.901675807+00:00,0.27474487865921593,0
2023-06-06 09:45:09.861781996-04:00,1686059109861781996,0,0.10562895414343311,0.9718962318243584,-0.39136690960407716,-0.5619038607098119,-0.02886551804625399,0.7739540343101081,0.6377,2023-06-06 13:45:09.861781996+00:00,0.3080057910236634,0
2023-06-06 09:45:10.427716637-04:00,1686059110427716637,0,-0.18132707220090946,0.9717331595523319,-0.39136690960407716,-0.5619038607098119,-0.02893658063652466,0.7739540343101081,0.6377,2023-06-06 13:45:10.427716637+00:00,0.2976558541211822,0
2023-06-06 09:45:12.435909583-04:00,1686059112435909583,0,0.5014645683184964,0.834780493218233,-0.39136690960407716,-0.5619038607098119,-0.02910713085317427,0.7739540343101081,0.6377,2023-06-06 13:45:12.435909583+00:00,0.3074073839930212,0
2023-06-06 09:45:14.407073432-04:00,1686059114407073432,0,0.07770694755938233,0.8319887956842198,-0.39136690960407716,-0.5619038607098119,-0.029121343371228403,0.7739540343101081,0.6377,2023-06-06 13:45:14.407073432+00:00,0.30876778457437326,0
2023-06-06 09:45:16.288575547-04:00,1686059116288575547,0,0.5497448498526303,-2.1101541468962193,-0.030477094914073025,1.9993220002902456,-0.03590071448305041,0.7334843980671837,0.63765,2023-06-06 13:45:16.288575547+00:00,0.20535347791603695,0
