dt_et,ts_recv,cancel_type,delta_t,volume_ahead,induced_imbalance,relative_size,price_distance_ticks,spread_bps,mid_price,dt_utc,anomaly_score,anomaly
2023-06-06 09:45:00.692329075-04:00,1686059100692329075,0,0.8671214269633691,126274.0,0.0,2.9658133685483956,3.48,76.8688,0.63745,2023-06-06 13:45:00.692329075+00:00,0.10229623479283459,0
2023-06-06 09:45:00.692431896-04:00,1686059100692431896,0,1.3465587421261345,127067.0,0.0,-1.3060732289516213,3.11,76.8688,0.63745,2023-06-06 13:45:00.692431896+00:00,0.06661596941451847,0
2023-06-06 09:45:00.692497147-04:00,1686059100692497147,0,1.3465587421261345,149019.0,0.0,-0.8752603789707195,3.11,76.8688,0.63745,2023-06-06 13:45:00.692497147+00:00,0.1467311650198319,0
2023-06-06 09:45:00.692563397-04:00,1686059100692563397,0,1.3465587421261345,125617.0,0.0,-0.1202526536317176,3.11,76.8688,0.63745,2023-06-06 13:45:00.692563397+00:00,0.16969835311231973,0
2023-06-06 09:45:01.405323109-04:00,1686059101405323109,0,1.557959248312988,7892.0,0.0,-0.5619038607098119,4.0,76.8688,0.63745,2023-06-06 13:45:01.405323109+00:00,0.2235360110503389,0
2023-06-06 09:45:02.283071988-04:00,1686059102283071988,0,0.7863412026567782,100.0,0.177707,1.6328209956899125,0.19,76.8688,0.63745,2023-06-06 13:45:02.283071988+00:00,0.20507416010193424,0
2023-06-06 09:45:05.144602826-04:00,1686059105144602826,0,0.32442217125831974,158045.0,0.0,-0.5619038607098119,4.98,76.8688,0.63745,2023-06-06 13:45:05.144602826+00:00,0.30096716073394836,0
2023-06-06 09:45:05.285127171-04:00,1686059105285127171,0,0.3692795761509405,4554.0,0.0,-0.5619038607098119,0.5,68.998,0.6377,2023-06-06 13:45:05.285127171+00:00,0.30032215430044285,0
2023-06-06 09:45:05.285169829-04:00,1686059105285169829,0,-0.47043673346491255,157865.0,0.0,-0.5619038607098119,4.99,68.998,0.6377,2023-06-06 13:45:05.285169829+00:00,0.25083562022530326,0
2023-06-06 09:45:07.606808143-04:00,1686059107606808143,0,0.11167713680756838,157943.0,0.0,-0.5619038607098119,5.0,68.998,0.6377,2023-06-06 13:45:07.606808143+00:00,0.29653784225026325,0
2023-06-06 09:45:07.901675807-04:00,1686059107901675807,0,1.1942138234403228,123611.0,0.0,-0.5619038607098119,2.19,68.998,0.6377,2023-06-06 13:45:07.901675807+00:00,0.25407169603532076,0
2023-06-06 09:45:09.861781996-04:00,1686059109861781996,0,0.10562895414343311,157943.0,0.0,-0.5619038607098119,4.95,68.998,0.6377,2023-06-06 13:45:09.861781996+00:00,0.29775735572512496,0
2023-06-06 09:45:10.427716637-04:00,1686059110427716637,0,-0.18132707220090946,157843.0,0.0,-0.5619038607098119,4.9,68.998,0.6377,2023-06-06 13:45:10.427716637+00:00,0.2724610136056862,0
2023-06-06 09:45:12.435909583-04:00,1686059112435909583,0,0.5014645683184964,92731.0,0.0,-0.5619038607098119,4.78,68.998,0.6377,2023-06-06 13:45:12.435909583+00:00,0.299188380372141,0
2023-06-06 09:45:14.407073432-04:00,1686059114407073432,0,0.07770694755938233,91731.0,0.0,-0.5619038607098119,4.77,68.998,0.6377,2023-06-06 13:45:14.407073432+00:00,0.29526141448088444,0
2023-06-06 09:45:16.288575547-04:00,1686059116288575547,0,0.5497448498526303,0.0,0.0251408,1.9993220002902456,0.0,67.4351,0.63765,2023-06-06 13:45:16.288575547+00:00,0.16803907009623062,0
2023-06-06 09:45:16.288607017-04:00,1686059116288607017,0,-1.3752209692804076,2500.0,0.0105734,1.2949860113043539,0.0,65.872,0.6376,2023-06-06 13:45:16.288607017+00:00,0.2112450686004249,0
2023-06-06 09:45:16.288633773-04:00,1686059116288633773,0,-1.3705620405759669,2400.0,0.00110838,-0.5619038607098119,0.0,65.872,0.6376,2023-06-06 13:45:16.288633773+00:00,0.261147802813845,0
2023-06-06 09:45:17.634410829-04:00,1686059117634410829,0,0.599445317788712,2200.0,0.541491,4.030004866006379,0.22,65.872,0.6376,2023-06-06 13:45:17.634410829+00:00,0.09535132625620271,0
